标准整编时间,情报出现时间,情报上报时间,标准融合时间,开始融合时间,融合结束时间,发布标准时间,情报发布时间,情报多源性,战场复杂性,整编得分,融合得分,发布得分,客观得分,主观得分,综合得分
30.0,106.0,289.0,30.0,303.0,464.0,773.0,680.0,0.6,0.6,0.04918032786885245,0.05590062111801242,0.1,0.20508094898686488,0.18,0.38508094898686485
30.0,7.0,90.0,30.0,93.0,127.0,773.0,680.0,0.6,0.6,0.10843373493975904,0.2647058823529412,0.1,0.47313961729270027,0.18,0.6531396172927002
30.0,37.0,248.0,30.0,259.0,393.0,773.0,680.0,0.6,0.6,0.042654028436018954,0.06716417910447761,0.1,0.20981820754049657,0.18,0.38981820754049656
30.0,25.0,53.0,30.0,79.0,276.0,773.0,680.0,0.6,0.6,0.3,0.045685279187817264,0.1,0.4456852791878173,0.18,0.6256852791878174
30.0,1.0,232.0,30.0,241.0,465.0,773.0,680.0,0.6,0.6,0.03896103896103895,0.040178571428571425,0.1,0.17913961038961038,0.18,0.3591396103896104
30.0,32.0,50.0,30.0,74.0,150.0,773.0,680.0,0.6,0.6,0.3,0.11842105263157894,0.1,0.5184210526315789,0.18,0.6984210526315788
30.0,42.0,271.0,30.0,288.0,503.0,773.0,680.0,0.6,0.6,0.039301310043668124,0.04186046511627907,0.1,0.1811617751599472,0.18,0.3611617751599472
30.0,8.0,152.0,30.0,154.0,335.0,773.0,680.0,0.6,0.6,0.0625,0.049723756906077346,0.1,0.21222375690607737,0.18,0.39222375690607736
30.0,44.0,249.0,30.0,262.0,467.0,773.0,680.0,0.6,0.6,0.04390243902439024,0.04390243902439024,0.1,0.1878048780487805,0.18,0.3678048780487805
30.0,102.0,184.0,30.0,192.0,316.0,773.0,680.0,0.6,0.6,0.10975609756097561,0.07258064516129033,0.1,0.28233674272226594,0.18,0.46233674272226594
30.0,27.0,126.0,30.0,135.0,156.0,773.0,680.0,0.6,0.6,0.09090909090909091,0.3,0.1,0.49090909090909085,0.18,0.6709090909090909
30.0,81.0,132.0,30.0,146.0,307.0,773.0,680.0,0.6,0.6,0.17647058823529413,0.05590062111801242,0.1,0.33237120935330655,0.18,0.5123712093533066
30.0,95.0,212.0,30.0,226.0,448.0,773.0,680.0,0.6,0.6,0.07692307692307691,0.04054054054054054,0.1,0.21746361746361748,0.18,0.39746361746361747
30.0,25.0,239.0,30.0,266.0,493.0,773.0,680.0,0.6,0.6,0.04205607476635514,0.03964757709251101,0.1,0.18170365185886617,0.18,0.36170365185886616
30.0,38.0,81.0,30.0,105.0,319.0,773.0,680.0,0.6,0.6,0.20930232558139536,0.04205607476635514,0.1,0.35135840034775045,0.18,0.5313584003477505
30.0,14.0,62.0,30.0,82.0,321.0,773.0,680.0,0.6,0.6,0.1875,0.03765690376569037,0.1,0.3251569037656904,0.18,0.5051569037656904
30.0,43.0,202.0,30.0,225.0,367.0,773.0,680.0,0.6,0.6,0.05660377358490566,0.06338028169014084,0.1,0.2199840552750465,0.18,0.3999840552750465
30.0,112.0,203.0,30.0,218.0,310.0,773.0,680.0,0.6,0.6,0.0989010989010989,0.09782608695652174,0.1,0.29672718585762065,0.18,0.47672718585762064
30.0,24.0,103.0,30.0,123.0,259.0,773.0,680.0,0.6,0.6,0.11392405063291139,0.0661764705882353,0.1,0.2801005212211467,0.18,0.4601005212211467
30.0,1.0,51.0,30.0,80.0,123.0,773.0,680.0,0.6,0.6,0.18,0.20930232558139536,0.1,0.4893023255813953,0.18,0.6693023255813952
30.0,86.0,284.0,30.0,290.0,439.0,773.0,680.0,0.6,0.6,0.045454545454545456,0.060402684563758385,0.1,0.20585723001830386,0.18,0.38585723001830385
30.0,39.0,193.0,30.0,213.0,333.0,773.0,680.0,0.6,0.6,0.05844155844155844,0.075,0.1,0.23344155844155845,0.18,0.41344155844155844
30.0,56.0,74.0,30.0,89.0,136.0,773.0,680.0,0.6,0.6,0.3,0.19148936170212766,0.1,0.5914893617021276,0.18,0.7714893617021277
30.0,73.0,136.0,30.0,142.0,379.0,773.0,680.0,0.6,0.6,0.14285714285714285,0.0379746835443038,0.1,0.28083182640144666,0.18,0.46083182640144665
30.0,26.0,45.0,30.0,65.0,241.0,773.0,680.0,0.6,0.6,0.3,0.05113636363636363,0.1,0.45113636363636367,0.18,0.6311363636363636
30.0,96.0,102.0,30.0,129.0,174.0,773.0,680.0,0.6,0.6,0.3,0.19999999999999998,0.1,0.6,0.18,0.78
30.0,63.0,176.0,30.0,193.0,268.0,773.0,680.0,0.6,0.6,0.07964601769911504,0.12,0.1,0.29964601769911503,0.18,0.479646017699115
30.0,79.0,213.0,30.0,231.0,448.0,773.0,680.0,0.6,0.6,0.06716417910447761,0.041474654377880185,0.1,0.2086388334823578,0.18,0.3886388334823578
30.0,49.0,144.0,30.0,151.0,219.0,773.0,680.0,0.6,0.6,0.09473684210526315,0.1323529411764706,0.1,0.32708978328173377,0.18,0.5070897832817338
30.0,24.0,70.0,30.0,96.0,143.0,773.0,680.0,0.6,0.6,0.1956521739130435,0.19148936170212766,0.1,0.48714153561517115,0.18,0.6671415356151711
30.0,52.0,209.0,30.0,230.0,454.0,773.0,680.0,0.6,0.6,0.05732484076433121,0.040178571428571425,0.1,0.19750341219290263,0.18,0.3775034121929026
30.0,41.0,168.0,30.0,187.0,382.0,773.0,680.0,0.6,0.6,0.07086614173228346,0.046153846153846156,0.1,0.21701998788612964,0.18,0.39701998788612963
30.0,119.0,183.0,30.0,210.0,302.0,773.0,680.0,0.6,0.6,0.140625,0.09782608695652174,0.1,0.3384510869565217,0.18,0.5184510869565218
30.0,89.0,232.0,30.0,235.0,383.0,773.0,680.0,0.6,0.6,0.06293706293706293,0.060810810810810814,0.1,0.22374787374787375,0.18,0.40374787374787374
30.0,49.0,192.0,30.0,193.0,358.0,773.0,680.0,0.6,0.6,0.06293706293706293,0.05454545454545454,0.1,0.21748251748251748,0.18,0.3974825174825175
30.0,23.0,100.0,30.0,124.0,135.0,773.0,680.0,0.6,0.6,0.11688311688311688,0.3,0.1,0.5168831168831168,0.18,0.6968831168831169
30.0,11.0,214.0,30.0,217.0,325.0,773.0,680.0,0.6,0.6,0.04433497536945813,0.08333333333333333,0.1,0.22766830870279145,0.18,0.40766830870279147
30.0,86.0,277.0,30.0,306.0,322.0,773.0,680.0,0.6,0.6,0.04712041884816754,0.3,0.1,0.44712041884816756,0.18,0.6271204188481676
30.0,62.0,168.0,30.0,195.0,313.0,773.0,680.0,0.6,0.6,0.08490566037735849,0.07627118644067796,0.1,0.26117684681803643,0.18,0.44117684681803643
30.0,32.0,155.0,30.0,164.0,243.0,773.0,680.0,0.6,0.6,0.07317073170731707,0.11392405063291139,0.1,0.28709478234022845,0.18,0.46709478234022844
30.0,85.0,185.0,30.0,200.0,208.0,773.0,680.0,0.6,0.6,0.09,0.3,0.1,0.49,0.18,0.6699999999999999
30.0,61.0,299.0,30.0,305.0,391.0,773.0,680.0,0.6,0.6,0.037815126050420166,0.10465116279069768,0.1,0.24246628884111784,0.18,0.4224662888411178
30.0,25.0,142.0,30.0,151.0,355.0,773.0,680.0,0.6,0.6,0.07692307692307691,0.04411764705882353,0.1,0.22104072398190044,0.18,0.40104072398190044
30.0,94.0,295.0,30.0,306.0,499.0,773.0,680.0,0.6,0.6,0.04477611940298507,0.046632124352331605,0.1,0.19140824375531668,0.18,0.37140824375531667
30.0,19.0,112.0,30.0,113.0,192.0,773.0,680.0,0.6,0.6,0.0967741935483871,0.11392405063291139,0.1,0.3106982441812985,0.18,0.4906982441812985
30.0,52.0,207.0,30.0,215.0,267.0,773.0,680.0,0.6,0.6,0.058064516129032254,0.17307692307692304,0.1,0.3311414392059553,0.18,0.5111414392059552
30.0,61.0,138.0,30.0,154.0,175.0,773.0,680.0,0.6,0.6,0.11688311688311688,0.3,0.1,0.5168831168831168,0.18,0.6968831168831169
30.0,118.0,235.0,30.0,247.0,352.0,773.0,680.0,0.6,0.6,0.07692307692307691,0.0857142857142857,0.1,0.2626373626373626,0.18,0.4426373626373626
30.0,102.0,228.0,30.0,236.0,277.0,773.0,680.0,0.6,0.6,0.07142857142857142,0.21951219512195122,0.1,0.3909407665505227,0.18,0.5709407665505226
30.0,87.0,155.0,30.0,166.0,309.0,773.0,680.0,0.6,0.6,0.1323529411764706,0.06293706293706293,0.1,0.29529000411353357,0.18,0.47529000411353356
30.0,16.0,67.0,30.0,68.0,122.0,773.0,680.0,0.6,0.6,0.17647058823529413,0.16666666666666666,0.1,0.44313725490196076,0.18,0.6231372549019607
30.0,65.0,126.0,30.0,132.0,280.0,773.0,680.0,0.6,0.6,0.14754098360655737,0.060810810810810814,0.1,0.30835179441736815,0.18,0.48835179441736815
30.0,118.0,320.0,30.0,348.0,576.0,773.0,680.0,0.6,0.6,0.04455445544554455,0.039473684210526314,0.1,0.18402813965607087,0.18,0.36402813965607084
30.0,88.0,229.0,30.0,231.0,423.0,773.0,680.0,0.6,0.6,0.06382978723404255,0.046875,0.1,0.21070478723404257,0.18,0.39070478723404256
30.0,76.0,236.0,30.0,250.0,415.0,773.0,680.0,0.6,0.6,0.056249999999999994,0.05454545454545454,0.1,0.21079545454545454,0.18,0.3907954545454545
30.0,36.0,208.0,30.0,209.0,429.0,773.0,680.0,0.6,0.6,0.05232558139534884,0.0409090909090909,0.1,0.19323467230443975,0.18,0.37323467230443974
30.0,5.0,239.0,30.0,267.0,427.0,773.0,680.0,0.6,0.6,0.03846153846153846,0.056249999999999994,0.1,0.19471153846153846,0.18,0.3747115384615385
30.0,69.0,284.0,30.0,291.0,424.0,773.0,680.0,0.6,0.6,0.04186046511627907,0.06766917293233082,0.1,0.2095296380486099,0.18,0.3895296380486099
30.0,10.0,133.0,30.0,135.0,234.0,773.0,680.0,0.6,0.6,0.07317073170731707,0.09090909090909091,0.1,0.26407982261640794,0.18,0.44407982261640794
30.0,98.0,146.0,30.0,148.0,209.0,773.0,680.0,0.6,0.6,0.1875,0.14754098360655737,0.1,0.4350409836065574,0.18,0.6150409836065573
30.0,81.0,317.0,30.0,343.0,558.0,773.0,680.0,0.6,0.6,0.03813559322033898,0.04186046511627907,0.1,0.17999605833661805,0.18,0.3599960583366181
30.0,53.0,77.0,30.0,77.0,115.0,773.0,680.0,0.6,0.6,0.3,0.23684210526315788,0.1,0.6368421052631579,0.18,0.8168421052631578
30.0,19.0,141.0,30.0,141.0,200.0,773.0,680.0,0.6,0.6,0.07377049180327869,0.15254237288135591,0.1,0.3263128646846346,0.18,0.5063128646846347
30.0,53.0,227.0,30.0,240.0,456.0,773.0,680.0,0.6,0.6,0.05172413793103448,0.041666666666666664,0.1,0.19339080459770114,0.18,0.37339080459770113
30.0,51.0,285.0,30.0,311.0,328.0,773.0,680.0,0.6,0.6,0.03846153846153846,0.3,0.1,0.43846153846153846,0.18,0.6184615384615384
30.0,25.0,172.0,30.0,200.0,276.0,773.0,680.0,0.6,0.6,0.061224489795918366,0.11842105263157894,0.1,0.2796455424274973,0.18,0.4596455424274973
30.0,49.0,189.0,30.0,191.0,292.0,773.0,680.0,0.6,0.6,0.06428571428571428,0.0891089108910891,0.1,0.2533946251768034,0.18,0.4333946251768034
30.0,83.0,101.0,30.0,108.0,209.0,773.0,680.0,0.6,0.6,0.3,0.0891089108910891,0.1,0.4891089108910891,0.18,0.669108910891089
30.0,63.0,176.0,30.0,178.0,356.0,773.0,680.0,0.6,0.6,0.07964601769911504,0.05056179775280899,0.1,0.23020781545192404,0.18,0.41020781545192403
30.0,100.0,205.0,30.0,206.0,359.0,773.0,680.0,0.6,0.6,0.0857142857142857,0.058823529411764705,0.1,0.2445378151260504,0.18,0.4245378151260504
30.0,116.0,333.0,30.0,345.0,522.0,773.0,680.0,0.6,0.6,0.041474654377880185,0.05084745762711864,0.1,0.19232211200499882,0.18,0.3723221120049988
30.0,117.0,212.0,30.0,220.0,427.0,773.0,680.0,0.6,0.6,0.09473684210526315,0.043478260869565216,0.1,0.23821510297482837,0.18,0.41821510297482833
30.0,31.0,112.0,30.0,126.0,152.0,773.0,680.0,0.6,0.6,0.1111111111111111,0.3,0.1,0.5111111111111111,0.18,0.691111111111111
30.0,78.0,140.0,30.0,166.0,266.0,773.0,680.0,0.6,0.6,0.14516129032258066,0.09,0.1,0.3351612903225807,0.18,0.5151612903225806
30.0,33.0,122.0,30.0,126.0,150.0,773.0,680.0,0.6,0.6,0.10112359550561797,0.3,0.1,0.5011235955056179,0.18,0.6811235955056179
30.0,80.0,139.0,30.0,160.0,164.0,773.0,680.0,0.6,0.6,0.15254237288135591,0.3,0.1,0.5525423728813559,0.18,0.7325423728813558
30.0,69.0,154.0,30.0,176.0,330.0,773.0,680.0,0.6,0.6,0.10588235294117647,0.05844155844155844,0.1,0.2643239113827349,0.18,0.4443239113827349
30.0,49.0,142.0,30.0,171.0,282.0,773.0,680.0,0.6,0.6,0.0967741935483871,0.08108108108108109,0.1,0.2778552746294682,0.18,0.4578552746294682
30.0,15.0,88.0,30.0,105.0,253.0,773.0,680.0,0.6,0.6,0.1232876712328767,0.060810810810810814,0.1,0.2840984820436875,0.18,0.4640984820436875
30.0,37.0,74.0,30.0,77.0,154.0,773.0,680.0,0.6,0.6,0.24324324324324326,0.11688311688311688,0.1,0.4601263601263601,0.18,0.64012636012636
30.0,15.0,75.0,30.0,88.0,163.0,773.0,680.0,0.6,0.6,0.15,0.12,0.1,0.37,0.18,0.55
30.0,5.0,28.0,30.0,54.0,176.0,773.0,680.0,0.6,0.6,0.3,0.07377049180327869,0.1,0.4737704918032787,0.18,0.6537704918032787
30.0,63.0,288.0,30.0,309.0,344.0,773.0,680.0,0.6,0.6,0.04,0.2571428571428571,0.1,0.39714285714285713,0.18,0.5771428571428572
30.0,45.0,175.0,30.0,194.0,308.0,773.0,680.0,0.6,0.6,0.06923076923076923,0.07894736842105263,0.1,0.24817813765182187,0.18,0.4281781376518219
30.0,38.0,145.0,30.0,159.0,177.0,773.0,680.0,0.6,0.6,0.08411214953271028,0.3,0.1,0.4841121495327103,0.18,0.6641121495327102
30.0,74.0,170.0,30.0,170.0,211.0,773.0,680.0,0.6,0.6,0.09375,0.21951219512195122,0.1,0.41326219512195117,0.18,0.5932621951219512
30.0,103.0,163.0,30.0,170.0,197.0,773.0,680.0,0.6,0.6,0.15,0.3,0.1,0.5499999999999999,0.18,0.73
30.0,43.0,104.0,30.0,125.0,209.0,773.0,680.0,0.6,0.6,0.14754098360655737,0.10714285714285714,0.1,0.3546838407494145,0.18,0.5346838407494146
30.0,83.0,237.0,30.0,266.0,356.0,773.0,680.0,0.6,0.6,0.05844155844155844,0.09999999999999999,0.1,0.25844155844155847,0.18,0.43844155844155847
30.0,6.0,170.0,30.0,185.0,230.0,773.0,680.0,0.6,0.6,0.054878048780487805,0.19999999999999998,0.1,0.3548780487804878,0.18,0.5348780487804878
30.0,33.0,181.0,30.0,201.0,412.0,773.0,680.0,0.6,0.6,0.060810810810810814,0.042654028436018954,0.1,0.2034648392468298,0.18,0.3834648392468298
30.0,42.0,55.0,30.0,61.0,156.0,773.0,680.0,0.6,0.6,0.3,0.09473684210526315,0.1,0.49473684210526314,0.18,0.6747368421052631
30.0,23.0,158.0,30.0,186.0,261.0,773.0,680.0,0.6,0.6,0.06666666666666667,0.12,0.1,0.2866666666666666,0.18,0.4666666666666666
30.0,110.0,205.0,30.0,210.0,257.0,773.0,680.0,0.6,0.6,0.09473684210526315,0.19148936170212766,0.1,0.3862262038073908,0.18,0.5662262038073909
30.0,46.0,265.0,30.0,268.0,472.0,773.0,680.0,0.6,0.6,0.0410958904109589,0.04411764705882353,0.1,0.18521353746978245,0.18,0.36521353746978247
30.0,113.0,124.0,30.0,153.0,298.0,773.0,680.0,0.6,0.6,0.3,0.06206896551724138,0.1,0.4620689655172414,0.18,0.6420689655172414
30.0,52.0,74.0,30.0,74.0,166.0,773.0,680.0,0.6,0.6,0.3,0.09782608695652174,0.1,0.49782608695652175,0.18,0.6778260869565218
30.0,96.0,154.0,30.0,182.0,289.0,773.0,680.0,0.6,0.6,0.15517241379310345,0.08411214953271028,0.1,0.3392845633258137,0.18,0.5192845633258136
30.0,61.0,248.0,30.0,267.0,296.0,773.0,680.0,0.6,0.6,0.0481283422459893,0.3,0.1,0.4481283422459893,0.18,0.6281283422459893
30.0,1.0,234.0,30.0,243.0,296.0,773.0,680.0,0.6,0.6,0.03862660944206008,0.16981132075471697,0.1,0.30843793019677707,0.18,0.48843793019677706
30.0,71.0,212.0,30.0,235.0,448.0,773.0,680.0,0.6,0.6,0.06382978723404255,0.04225352112676056,0.1,0.20608330836080313,0.18,0.3860833083608031
30.0,99.0,254.0,30.0,257.0,346.0,773.0,680.0,0.6,0.6,0.058064516129032254,0.10112359550561797,0.1,0.2591881116346503,0.18,0.43918811163465027
30.0,96.0,314.0,30.0,322.0,504.0,773.0,680.0,0.6,0.6,0.04128440366972477,0.04945054945054945,0.1,0.19073495312027422,0.18,0.3707349531202742
30.0,32.0,110.0,30.0,114.0,141.0,773.0,680.0,0.6,0.6,0.11538461538461539,0.3,0.1,0.5153846153846153,0.18,0.6953846153846153
30.0,103.0,289.0,30.0,317.0,430.0,773.0,680.0,0.6,0.6,0.04838709677419355,0.07964601769911504,0.1,0.2280331144733086,0.18,0.4080331144733086
30.0,85.0,259.0,30.0,272.0,293.0,773.0,680.0,0.6,0.6,0.05172413793103448,0.3,0.1,0.4517241379310345,0.18,0.6317241379310345
30.0,29.0,31.0,30.0,49.0,200.0,773.0,680.0,0.6,0.6,0.3,0.05960264900662251,0.1,0.4596026490066225,0.18,0.6396026490066224
30.0,27.0,28.0,30.0,57.0,194.0,773.0,680.0,0.6,0.6,0.3,0.06569343065693431,0.1,0.46569343065693425,0.18,0.6456934306569342
30.0,73.0,277.0,30.0,277.0,429.0,773.0,680.0,0.6,0.6,0.04411764705882353,0.05921052631578947,0.1,0.203328173374613,0.18,0.383328173374613
30.0,24.0,108.0,30.0,112.0,258.0,773.0,680.0,0.6,0.6,0.10714285714285714,0.06164383561643835,0.1,0.26878669275929545,0.18,0.44878669275929545
30.0,54.0,238.0,30.0,259.0,444.0,773.0,680.0,0.6,0.6,0.04891304347826087,0.04864864864864865,0.1,0.19756169212690952,0.18,0.3775616921269095
30.0,70.0,83.0,30.0,99.0,178.0,773.0,680.0,0.6,0.6,0.3,0.11392405063291139,0.1,0.5139240506329114,0.18,0.6939240506329114
30.0,101.0,181.0,30.0,188.0,350.0,773.0,680.0,0.6,0.6,0.11249999999999999,0.05555555555555555,0.1,0.26805555555555555,0.18,0.44805555555555554
30.0,99.0,293.0,30.0,302.0,535.0,773.0,680.0,0.6,0.6,0.04639175257731959,0.03862660944206008,0.1,0.18501836201937968,0.18,0.36501836201937965
30.0,64.0,142.0,30.0,162.0,374.0,773.0,680.0,0.6,0.6,0.11538461538461539,0.04245283018867924,0.1,0.25783744557329463,0.18,0.4378374455732946
30.0,8.0,59.0,30.0,64.0,97.0,773.0,680.0,0.6,0.6,0.17647058823529413,0.2727272727272727,0.1,0.5491978609625668,0.18,0.7291978609625669
30.0,43.0,189.0,30.0,214.0,371.0,773.0,680.0,0.6,0.6,0.06164383561643835,0.05732484076433121,0.1,0.21896867638076956,0.18,0.39896867638076955
30.0,92.0,268.0,30.0,277.0,414.0,773.0,680.0,0.6,0.6,0.05113636363636363,0.06569343065693431,0.1,0.21682979429329796,0.18,0.39682979429329795
30.0,55.0,57.0,30.0,73.0,121.0,773.0,680.0,0.6,0.6,0.3,0.1875,0.1,0.5875,0.18,0.7675000000000001
30.0,52.0,172.0,30.0,173.0,264.0,773.0,680.0,0.6,0.6,0.075,0.0989010989010989,0.1,0.2739010989010989,0.18,0.4539010989010989
30.0,97.0,330.0,30.0,355.0,568.0,773.0,680.0,0.6,0.6,0.03862660944206008,0.04225352112676056,0.1,0.18088013056882066,0.18,0.3608801305688206
30.0,41.0,191.0,30.0,196.0,259.0,773.0,680.0,0.6,0.6,0.06,0.14285714285714285,0.1,0.3028571428571428,0.18,0.4828571428571428
30.0,88.0,267.0,30.0,295.0,384.0,773.0,680.0,0.6,0.6,0.05027932960893854,0.10112359550561797,0.1,0.25140292511455653,0.18,0.4314029251145565
30.0,101.0,209.0,30.0,235.0,312.0,773.0,680.0,0.6,0.6,0.08333333333333333,0.11688311688311688,0.1,0.3002164502164502,0.18,0.4802164502164502
30.0,59.0,255.0,30.0,273.0,282.0,773.0,680.0,0.6,0.6,0.04591836734693878,0.3,0.1,0.4459183673469388,0.18,0.6259183673469388
30.0,119.0,163.0,30.0,164.0,179.0,773.0,680.0,0.6,0.6,0.20454545454545453,0.3,0.1,0.6045454545454545,0.18,0.7845454545454544
30.0,42.0,82.0,30.0,96.0,179.0,773.0,680.0,0.6,0.6,0.22499999999999998,0.10843373493975904,0.1,0.433433734939759,0.18,0.613433734939759
30.0,70.0,157.0,30.0,175.0,182.0,773.0,680.0,0.6,0.6,0.10344827586206896,0.3,0.1,0.503448275862069,0.18,0.683448275862069
30.0,77.0,205.0,30.0,205.0,348.0,773.0,680.0,0.6,0.6,0.0703125,0.06293706293706293,0.1,0.23324956293706292,0.18,0.41324956293706294
30.0,92.0,286.0,30.0,305.0,434.0,773.0,680.0,0.6,0.6,0.04639175257731959,0.06976744186046512,0.1,0.2161591944377847,0.18,0.3961591944377847
30.0,92.0,98.0,30.0,116.0,264.0,773.0,680.0,0.6,0.6,0.3,0.060810810810810814,0.1,0.46081081081081077,0.18,0.6408108108108108
30.0,17.0,140.0,30.0,153.0,212.0,773.0,680.0,0.6,0.6,0.07317073170731707,0.15254237288135591,0.1,0.325713104588673,0.18,0.5057131045886729
30.0,5.0,148.0,30.0,160.0,344.0,773.0,680.0,0.6,0.6,0.06293706293706293,0.04891304347826087,0.1,0.2118501064153238,0.18,0.3918501064153238
30.0,114.0,298.0,30.0,324.0,337.0,773.0,680.0,0.6,0.6,0.04891304347826087,0.3,0.1,0.4489130434782609,0.18,0.6289130434782608
30.0,35.0,104.0,30.0,112.0,271.0,773.0,680.0,0.6,0.6,0.13043478260869565,0.05660377358490566,0.1,0.2870385561936013,0.18,0.4670385561936013
30.0,102.0,230.0,30.0,231.0,341.0,773.0,680.0,0.6,0.6,0.0703125,0.0818181818181818,0.1,0.25213068181818177,0.18,0.43213068181818176
30.0,109.0,221.0,30.0,242.0,273.0,773.0,680.0,0.6,0.6,0.08035714285714285,0.2903225806451613,0.1,0.47067972350230414,0.18,0.6506797235023041
30.0,42.0,167.0,30.0,183.0,335.0,773.0,680.0,0.6,0.6,0.072,0.05921052631578947,0.1,0.23121052631578948,0.18,0.41121052631578947
30.0,107.0,179.0,30.0,191.0,318.0,773.0,680.0,0.6,0.6,0.125,0.07086614173228346,0.1,0.2958661417322834,0.18,0.4758661417322834
30.0,8.0,242.0,30.0,244.0,330.0,773.0,680.0,0.6,0.6,0.03846153846153846,0.10465116279069768,0.1,0.24311270125223614,0.18,0.4231127012522361
30.0,99.0,283.0,30.0,311.0,419.0,773.0,680.0,0.6,0.6,0.04891304347826087,0.08333333333333333,0.1,0.2322463768115942,0.18,0.4122463768115942
30.0,49.0,111.0,30.0,134.0,225.0,773.0,680.0,0.6,0.6,0.14516129032258066,0.0989010989010989,0.1,0.3440623892236796,0.18,0.5240623892236795
30.0,101.0,145.0,30.0,149.0,204.0,773.0,680.0,0.6,0.6,0.20454545454545453,0.1636363636363636,0.1,0.46818181818181814,0.18,0.6481818181818182
30.0,90.0,270.0,30.0,279.0,406.0,773.0,680.0,0.6,0.6,0.049999999999999996,0.07086614173228346,0.1,0.22086614173228347,0.18,0.40086614173228347
30.0,25.0,143.0,30.0,161.0,381.0,773.0,680.0,0.6,0.6,0.07627118644067796,0.0409090909090909,0.1,0.21718027734976886,0.18,0.39718027734976885
30.0,11.0,185.0,30.0,192.0,255.0,773.0,680.0,0.6,0.6,0.05172413793103448,0.14285714285714285,0.1,0.29458128078817736,0.18,0.47458128078817735
30.0,19.0,31.0,30.0,58.0,161.0,773.0,680.0,0.6,0.6,0.3,0.08737864077669902,0.1,0.487378640776699,0.18,0.6673786407766991
30.0,16.0,99.0,30.0,121.0,123.0,773.0,680.0,0.6,0.6,0.10843373493975904,0.3,0.1,0.5084337349397591,0.18,0.6884337349397591
30.0,48.0,287.0,30.0,315.0,511.0,773.0,680.0,0.6,0.6,0.03765690376569037,0.04591836734693878,0.1,0.18357527111262917,0.18,0.36357527111262916
30.0,54.0,179.0,30.0,180.0,309.0,773.0,680.0,0.6,0.6,0.072,0.06976744186046512,0.1,0.24176744186046512,0.18,0.4217674418604651
30.0,6.0,198.0,30.0,214.0,330.0,773.0,680.0,0.6,0.6,0.046875,0.07758620689655173,0.1,0.22446120689655175,0.18,0.40446120689655174
30.0,13.0,112.0,30.0,131.0,362.0,773.0,680.0,0.6,0.6,0.09090909090909091,0.03896103896103895,0.1,0.22987012987012986,0.18,0.40987012987012983
30.0,33.0,168.0,30.0,192.0,246.0,773.0,680.0,0.6,0.6,0.06666666666666667,0.16666666666666666,0.1,0.33333333333333337,0.18,0.5133333333333334
30.0,40.0,108.0,30.0,128.0,136.0,773.0,680.0,0.6,0.6,0.1323529411764706,0.3,0.1,0.5323529411764706,0.18,0.7123529411764706
30.0,9.0,209.0,30.0,223.0,283.0,773.0,680.0,0.6,0.6,0.045,0.15,0.1,0.29500000000000004,0.18,0.47500000000000003
30.0,93.0,146.0,30.0,168.0,183.0,773.0,680.0,0.6,0.6,0.16981132075471697,0.3,0.1,0.569811320754717,0.18,0.749811320754717
30.0,43.0,168.0,30.0,194.0,289.0,773.0,680.0,0.6,0.6,0.072,0.09473684210526315,0.1,0.26673684210526316,0.18,0.44673684210526315
30.0,57.0,221.0,30.0,229.0,261.0,773.0,680.0,0.6,0.6,0.054878048780487805,0.28125,0.1,0.43612804878048783,0.18,0.6161280487804879
30.0,92.0,305.0,30.0,327.0,452.0,773.0,680.0,0.6,0.6,0.04225352112676056,0.072,0.1,0.21425352112676055,0.18,0.39425352112676054
30.0,112.0,337.0,30.0,360.0,377.0,773.0,680.0,0.6,0.6,0.04,0.3,0.1,0.43999999999999995,0.18,0.6199999999999999
30.0,59.0,244.0,30.0,253.0,290.0,773.0,680.0,0.6,0.6,0.04864864864864865,0.24324324324324326,0.1,0.3918918918918919,0.18,0.5718918918918918
30.0,36.0,199.0,30.0,220.0,414.0,773.0,680.0,0.6,0.6,0.05521472392638036,0.04639175257731959,0.1,0.20160647650369995,0.18,0.38160647650369994
30.0,89.0,257.0,30.0,276.0,488.0,773.0,680.0,0.6,0.6,0.05357142857142857,0.04245283018867924,0.1,0.19602425876010782,0.18,0.3760242587601078
30.0,13.0,226.0,30.0,229.0,342.0,773.0,680.0,0.6,0.6,0.04225352112676056,0.07964601769911504,0.1,0.2218995388258756,0.18,0.4018995388258756
30.0,10.0,19.0,30.0,28.0,83.0,773.0,680.0,0.6,0.6,0.3,0.1636363636363636,0.1,0.5636363636363636,0.18,0.7436363636363637
30.0,106.0,235.0,30.0,245.0,313.0,773.0,680.0,0.6,0.6,0.06976744186046512,0.1323529411764706,0.1,0.30212038303693567,0.18,0.48212038303693566
30.0,77.0,301.0,30.0,330.0,350.0,773.0,680.0,0.6,0.6,0.040178571428571425,0.3,0.1,0.4401785714285714,0.18,0.6201785714285715
30.0,102.0,275.0,30.0,301.0,352.0,773.0,680.0,0.6,0.6,0.05202312138728323,0.17647058823529413,0.1,0.3284937096225774,0.18,0.5084937096225774
30.0,66.0,261.0,30.0,262.0,295.0,773.0,680.0,0.6,0.6,0.046153846153846156,0.2727272727272727,0.1,0.4188811188811189,0.18,0.598881118881119
30.0,20.0,172.0,30.0,189.0,238.0,773.0,680.0,0.6,0.6,0.05921052631578947,0.1836734693877551,0.1,0.34288399570354455,0.18,0.5228839957035445
